#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
SteCoeF_055.g30.t1   -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0     8e+03   -2.3   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_030.g1014.t1 -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   2.1e+04   -3.6   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_032.g271.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   1.4e+04   -3.0   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_028.g331.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0     1e+04   -2.6   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_045.g97.t1   -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   1.6e+04   -3.2   0.0   1.2   2   0   0   2   2   2   0 -
SteCoeF_117.g380.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   1.8e+04   -3.4   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_013.g615.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   5.2e+03   -1.6   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_088.g159.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0     6e+03   -1.8   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_143.g1048.t1 -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   1.6e+04   -3.2   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_078.g539.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   2.2e+04   -3.7   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_041.g476.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   2.5e+04   -3.9   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_134.g302.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   8.7e+03   -2.4   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_005.g675.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   1.3e+04   -3.0   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_035.g108.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   2.8e+04   -4.0   0.0   1.2   1   1   1   2   2   2   0 -
SteCoeF_009.g881.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   6.3e+03   -1.9   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_085.g731.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   1.2e+04   -2.8   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_145.g21.t1   -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   1.2e+04   -2.8   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_096.g517.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.1   2.8e+04   -4.0   0.1   1.2   1   0   0   1   1   1   0 -
SteCoeF_065.g104.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   1.3e+04   -2.9   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_045.g24.t1   -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   3.2e+04   -4.4   0.0   1.2   2   0   0   2   2   2   0 -
SteCoeF_057.g617.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   7.5e+03   -2.2   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_013.g818.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   5.7e+03   -1.8   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_074.g911.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   3.2e+04   -4.7   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_099.g1034.t1 -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   3.2e+04   -5.0   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_012.g476.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.2   2.1e+04   -3.6   0.2   1.2   1   1   0   1   1   1   0 -
SteCoeF_064.g930.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   3.1e+04   -4.2   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_077.g263.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   3.2e+04   -4.8   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_075.g1209.t1 -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   2.8e+04   -4.0   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_055.g92.t1   -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   6.3e+03   -1.9   0.0   1.1   1   1   0   1   1   1   0 -
SteCoeF_068.g770.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   1.1e+04   -2.7   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_075.g1151.t1 -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   2.2e+04   -3.7   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_035.g115.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   1.5e+04   -3.1   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_021.g709.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   3.2e+04   -4.5   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_118.g445.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   1.3e+04   -2.9   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_020.g426.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   1.8e+04   -3.4   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_100.g1260.t1 -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   2.8e+04   -4.0   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_036.g337.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0     2e+04   -3.5   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_076.g80.t1   -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   1.1e+04   -2.7   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_105.g747.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   6.5e+03   -2.0   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_140.g870.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   3.2e+04   -4.7   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_130.g940.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   1.7e+04   -3.3   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_128.g660.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   3.2e+04   -4.4   0.0   1.2   2   0   0   2   2   2   0 -
SteCoeF_021.g581.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   3.2e+04   -4.5   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_079.g662.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   1.4e+04   -3.0   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_116.g212.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.5   6.6e+03   -2.0   0.5   1.2   1   1   0   1   1   1   0 -
SteCoeF_123.g119.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   1.6e+04   -3.2   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_039.g1290.t1 -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   3.2e+04   -4.4   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_084.g454.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   5.3e+03   -1.7   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_089.g249.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   2.5e+04   -3.9   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_029.g718.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   3.2e+04   -5.5   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_013.g809.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   3.1e+04   -4.2   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_094.g86.t1   -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   1.1e+04   -2.7   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_003.g1057.t1 -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.2   3.2e+04   -5.0   0.2   1.2   1   0   0   1   1   1   0 -
SteCoeF_032.g265.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   3.2e+04   -4.6   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_104.g677.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   1.6e+04   -3.2   0.0   1.2   2   0   0   2   2   2   0 -
SteCoeF_127.g539.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.5     3e+04   -4.1   0.2   1.3   2   0   0   2   2   2   0 -
SteCoeF_032.g333.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0     2e+04   -3.6   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_082.g108.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   3.2e+04   -4.8   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_027.g143.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   2.3e+04   -3.7   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_022.g911.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   3.2e+04   -4.8   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_166.g1028.t1 -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   3.1e+04   -4.2   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_014.g1121.t1 -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   1.3e+04   -3.0   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_015.g127.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   2.7e+04   -3.9   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_014.g980.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   2.5e+04   -3.9   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_026.g835.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   2.8e+04   -4.0   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_091.g548.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   1.2e+04   -2.8   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_078.g500.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   1.5e+04   -3.1   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_109.g194.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   6.5e+03   -2.0   0.0   1.1   1   1   0   1   1   1   0 -
SteCoeF_148.g260.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   1.2e+04   -2.8   0.0   1.1   1   1   0   1   1   1   0 -
SteCoeF_027.g178.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   9.4e+03   -2.5   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_012.g290.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   1.3e+04   -2.9   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_021.g609.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   2.6e+04   -3.9   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_050.g35.t1   -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   3.2e+04   -4.4   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_007.g326.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   1.6e+04   -3.2   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_023.g61.t1   -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0     1e+04   -2.6   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_048.g741.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   3.2e+04   -4.8   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_016.g574.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   3.2e+04   -5.0   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_070.g43.t1   -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.1   1.4e+04   -3.1   0.1   1.2   1   1   0   1   1   1   0 -
SteCoeF_001.g193.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   9.3e+03   -2.5   0.0   1.1   1   1   0   1   1   1   0 -
SteCoeF_023.g267.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   1.5e+04   -3.1   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_015.g125.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   1.1e+04   -2.7   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_048.g993.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   2.9e+04   -4.1   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_101.g13.t1   -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.1   3.2e+04   -4.3   0.0   1.2   2   0   0   2   2   2   0 -
SteCoeF_090.g443.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0     9e+03   -2.4   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_001.g327.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   1.9e+04   -3.5   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_013.g712.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   2.4e+04   -3.8   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_117.g300.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   1.4e+04   -3.1   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_016.g321.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.1   1.3e+04   -3.0   0.1   1.2   1   1   0   1   1   1   0 -
SteCoeF_033.g647.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   3.1e+04   -4.2   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_017.g655.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   3.2e+04   -4.6   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_043.g920.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   1.6e+04   -3.2   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_075.g1292.t1 -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   2.8e+04   -4.0   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_030.g921.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   7.2e+03   -2.1   0.0   1.1   1   1   0   1   1   1   0 -
SteCoeF_004.g206.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.2   3.2e+04   -4.9   0.2   1.3   1   0   0   1   1   1   0 -
SteCoeF_090.g376.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.5   9.2e+03   -2.5   0.1   1.2   2   1   0   2   2   2   0 -
SteCoeF_032.g461.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   1.1e+04   -2.7   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_018.g1013.t1 -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   3.2e+04   -5.3   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_002.g829.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0     3e+04   -4.1   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_062.g644.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   8.3e+03   -2.3   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_114.g1065.t1 -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   3.1e+04   -4.2   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_068.g761.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   1.7e+04   -3.3   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_070.g104.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   8.4e+03   -2.3   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_084.g538.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   2.4e+04   -3.8   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_114.g1078.t1 -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   3.2e+04   -4.6   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_013.g786.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   6.4e+03   -1.9   0.0   1.2   1   1   1   2   2   2   0 -
SteCoeF_001.g88.t1   -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   7.6e+03   -2.2   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_098.g873.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   3.2e+04   -4.5   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_095.g235.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   1.1e+04   -2.7   0.0   1.1   1   0   0   1   1   1   0 -
SteCoeF_018.g1172.t1 -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   3.2e+04   -5.3   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_170.g68.t1   -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   3.2e+04   -4.7   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_005.g596.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   9.4e+03   -2.5   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_142.g1010.t1 -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   3.2e+04   -4.7   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_119.g587.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   1.5e+04   -3.2   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_077.g315.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   3.2e+04   -4.7   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_176.g204.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   1.6e+04   -3.2   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_103.g430.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0     6e+03   -1.8   0.0   1.1   1   1   0   1   1   1   0 -
SteCoeF_117.g396.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   1.7e+04   -3.3   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_028.g426.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   1.3e+04   -2.9   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_028.g430.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   1.5e+04   -3.1   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_083.g338.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   1.7e+04   -3.3   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_098.g899.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   3.2e+04   -4.3   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_034.g835.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   2.9e+04   -4.1   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_064.g971.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   1.4e+04   -3.0   0.0   1.2   2   1   0   2   2   2   0 -
SteCoeF_066.g427.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   3.2e+04   -4.5   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_130.g907.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   6.2e+03   -1.9   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_082.g134.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   1.8e+04   -3.4   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_078.g532.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   1.8e+04   -3.4   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_095.g290.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   2.2e+04   -3.7   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_003.g1330.t1 -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   1.8e+04   -3.4   0.0   1.2   2   0   0   2   2   2   0 -
SteCoeF_005.g703.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   1.1e+04   -2.6   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_012.g444.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   1.5e+04   -3.2   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_024.g411.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   2.5e+04   -3.9   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_096.g369.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0     1e+04   -2.6   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_136.g456.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   9.9e+03   -2.6   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_121.g907.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   3.2e+04   -4.6   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_111.g502.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   1.6e+04   -3.2   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_058.g893.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   3.2e+04   -5.3   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_068.g808.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   9.2e+03   -2.4   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_098.g783.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   1.3e+04   -2.9   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_060.g208.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   1.6e+04   -3.2   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_036.g373.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   3.2e+04   -4.7   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_126.g411.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   7.8e+03   -2.2   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_001.g36.t1   -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   1.7e+04   -3.3   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_065.g148.t1  -          CaMKII_AD            PF08332.17   6.2e+03   -1.9   0.0   1.4e+04   -3.1   0.0   1.2   1   0   0   1   1   1   0 -
